id,name,chemicalFormula,chemicalKey,baseId,placeId,validSlots,imageUrl,imageKey,imageFile,spriteFile,rarity,rarityValue,coinCost,diamondCost,topicId,description,funFact,collections
h2o_waterPitcher__school,Water Pitcher,Water (H₂O),h2o,h2o,school,school_teacher_desk,/chemcard/h2o_waterPitcher.jpeg,h2o_waterPitcher,h2o_waterPitcher.jpeg,h2o_waterPitcher.jpeg,uncommon,2,,26,06a|06b|06c,"Same as `h2o_waterPitcher__kitchen`. Water (H₂O) is a fundamental substance studied in school. Its properties, like being a polar molecule capable of hydrogen bonding, explain its high boiling point and its role as a solvent.","The density of water is highest at 4°C (about 39°F), which is why ice forms on the top of a lake first, insulating the water below and allowing aquatic life to survive the winter.",hydrogen_bonded|greenhouse_gas
polyethene_bag__lifestyle_boutique,Plastic Bag,Polyethene (PE),polyethene,polyethene,lifestyle_boutique,"lifestyle_boutique_power_essentials, lifestyle_boutique_poseur_table_1",/chemcard/polyethene_bag.jpeg,polyethene_bag,polyethene_bag.jpeg,polyethene_bag.jpeg,common,1,,11,05d,"A polyethylene (PE) shopping bag is made from a polymer produced by **addition polymerization** of ethene. The simple reaction is: n CH₂=CH₂ → [−CH₂−CH₂−]ₙ. This creates a long, inert, and flexible chain of carbon and hydrogen atoms, making the material lightweight, strong, and waterproof.",Polyethylene is the most common plastic in the world. It is estimated that over 100 million tons of polyethylene are produced every year.,polymer
pvc_plastic__lifestyle_boutique,Eraser,Polyvinyl chloride (PVC),pvc,pvc,school,"school_student_desk_1, school_student_desk_2, school_teacher_desk",/chemcard/pvc_plastic.png,pvc_plastic,pvc_plastic.png,pvc_plastic.png,common,1,,8,05d,"This eraser is made from polyvinyl chloride (PVC), a versatile synthetic plastic polymer. PVC is produced by addition polymerizationof vinyl chloride monomers: n CH₂=CHCl → [−CH₂−CHCl−]ₙ. In erasers, PVC is mixed with plasticizers to make it flexible and soft, allowing it to gently abrade and lift graphite marks from paper without damaging the surface. The eraser works through physical adhesion—graphite particles stick better to the eraser material than to the paper fibers.","Before PVC erasers became common, erasers were made from natural rubber, which tended to dry out and crack over time. The invention of plastic erasers in the 1950s created the ""vinyl eraser"" that we know today—softer, less abrasive, and leaving fewer crumbs!",polymer
perspex_sheet__lifestyle_boutique,Ruler,Perspex (PMMA),perspex,perspex,school,"school_student_desk_1, school_student_desk_2, school_teacher_desk",/chemcard/perspex_sheet.png,perspex_sheet,perspex_sheet.png,perspex_sheet.png,uncommon,2,,24,05d,"This transparent ruler is made from Perspex, also known as poly(methyl methacrylate) or PMMA. It is formed by addition polymerization of methyl methacrylate monomers: n CH₂=C(CH₃)COOCH₃ → [−CH₂−C(CH₃)(COOCH₃)−]ₙ. PMMA is valued for rulers because it is lightweight, transparent like glass but shatter-resistant, and can be precisely molded with measurement markings. Its optical clarity allows students to see through the ruler while drawing straight lines.","Perspex was developed in 1928 and commercialized in 1933 under the brand name ""Plexiglas."" During World War II, it was used for aircraft canopies and submarine periscopes—far from the humble classroom ruler!",polymer
polyethene_plastic__lifestyle_boutique,Plastic Screen,Polyethene (PE),polyethene,polyethene,lifestyle_boutique,"lifestyle_boutique_power_essentials, lifestyle_boutique_poseur_table_1",/chemcard/polyethene_plastic.jpeg,polyethene_plastic,polyethene_plastic.jpeg,polyethene_plastic.jpeg,common,1,,12,08a|05d,"This greenhouse screen or plastic sheeting is made from polyethylene (PE), the most widely used plastic in agriculture. It is produced by addition polymerization of ethene monomers: n CH₂=CH₂ → [−CH₂−CH₂−]ₙ. Polyethylene is ideal for greenhouse applications because it is lightweight, waterproof, UV-resistant (when treated), and allows sunlight to pass through while trapping heat inside—creating the greenhouse effect. The plastic transmits visible light for photosynthesis but reduces heat loss, maintaining a warmer environment for plant growth.","Polyethylene was first synthesized accidentally in 1933 by chemists at Imperial Chemical Industries (ICI) who were experimenting with extremely high pressures. The white, waxy solid they created was initially considered a curiosity—until they realized it could be stretched into thin, transparent films, leading to the first plastic bags and food wrap!",polymer
expanded_polystyrene__lifestyle_boutique,Polystyrene,Polystyrene (PS),polystyrene,polystyrene,lifestyle_boutique,lifestyle_boutique_power_essentials,/chemcard/expanded_polystyrene.jpeg,expanded_polystyrene,expanded_polystyrene.jpeg,expanded_polystyrene.jpeg,common,1,,9,01a|05d,"Expanded polystyrene (EPS) is a lightweight, rigid foam used for packaging and insulation. It's made from polystyrene, which is produced by the **addition polymerization** of styrene: n CH₂=CH–C₆H₅ → [−CH₂−CH(C₆H₅)−]ₙ. The expansion is a physical process where a blowing agent (like pentane) is used to create bubbles in the polymer.","EPS is about 98% air, which is why it's so light and a good insulator.",polymer
platinum_ring__lifestyle_boutique,Ring,Platinum (Pt),pt,pt,lifestyle_boutique,"lifestyle_boutique_jewellery_display, lifestyle_boutique_poseur_table_1",/chemcard/platinum_ring.jpeg,platinum_ring,platinum_ring.jpeg,platinum_ring.jpeg,legendary,5,,102,01a|07c|03d|09a|09b|02d|12c,"A platinum (Pt) ring is a piece of jewelry made from this precious, noble metal. Its value and desirability come from its rarity, luster, and resistance to tarnish and corrosion. It is often used in alloys for jewelry. Its resistance to oxidation is due to its inertness; it does not readily react with oxygen in the air.","Platinum is one of the densest metals, so a platinum ring feels noticeably heavier than a similar ring made of gold or silver.",metals|catalyst
polystyrene_plastic__lifestyle_boutique,Coffee Cup,Polystyrene (PS),polystyrene,polystyrene,lifestyle_boutique,"lifestyle_boutique_power_essentials, lifestyle_boutique_poseur_table_1",/chemcard/polystyrene_plastic.jpeg,polystyrene_plastic,polystyrene_plastic.jpeg,polystyrene_plastic.jpeg,common,1,,8,05d,"Polystyrene (PS) is a common plastic used for rigid items like CD cases, cutlery, and models. It is made via **addition polymerization** of styrene: n CH₂=CH–C₆H₅ → [−CH₂−CH(C₆H₅)−]ₙ. It is a hard and brittle plastic at room temperature.","Polystyrene can be dissolved in organic solvents like acetone, a property sometimes used in science demonstrations.",polymer
polyester_shirt__lifestyle_boutique,Shirt,Polyester,polyester,polyester,lifestyle_boutique,"lifestyle_boutique_apparel_gallery, lifestyle_boutique_poseur_table_1",/chemcard/polyester_shirt.jpeg,polyester_shirt,polyester_shirt.jpeg,polyester_shirt.jpeg,common,1,,10,04a|05d,"A polyester shirt is made from a synthetic fiber produced by **condensation polymerization**. The most common polyester, polyethylene terephthalate (PET), is made from terephthalic acid and ethylene glycol. The reaction is: n HOOC-C₆H₄-COOH + n HO-CH₂-CH₂-OH → [−OC-C₆H₄-COO-CH₂-CH₂-O−]ₙ + 2n H₂O. This creates strong, durable, and wrinkle-resistant fibers.",Polyester is often blended with natural fibers like cotton to improve its breathability and feel.,polymer
nylon_jacket__lifestyle_boutique,Jacket,Nylon,nylon,nylon,lifestyle_boutique,"lifestyle_boutique_apparel_gallery, lifestyle_boutique_poseur_table_1",/chemcard/nylon_jacket.jpeg,nylon_jacket,nylon_jacket.jpeg,nylon_jacket.jpeg,common,1,,12,04a|05d,"A nylon jacket is made from this durable, lightweight synthetic polymer. Nylon is a polyamide formed by **condensation polymerization** of a diamine and a dicarboxylic acid. For Nylon 6,6: n H₂N-(CH₂)₆-NH₂ + n HOOC-(CH₂)₄-COOH → [−NH-(CH₂)₆-NH-CO-(CH₂)₄-CO−]ₙ + 2n H₂O. This structure gives it high tensile strength and abrasion resistance.","Nylon was the first purely synthetic fiber, and its introduction in 1938 revolutionized the textile industry.",polymer
wax_candle__lifestyle_boutique,Candle,Wax,wax,wax,lifestyle_boutique,"lifestyle_boutique_poseur_table_1, lifestyle_boutique_poseur_table_2",/chemcard/wax_candle.jpeg,wax_candle,wax_candle.jpeg,wax_candle.jpeg,common,1,,12,01a|08a|05a,"A candle is typically made of paraffin wax, a mixture of solid hydrocarbons. When burned, the wax is drawn up the wick and vaporized, where it undergoes **combustion**. The combustion of a representative wax hydrocarbon (e.g., C₂₅H₅₂) is: C₂₅H₅₂(s) + 38O₂(g) → 25CO₂(g) + 26H₂O(g). This exothermic reaction produces light and heat.","Scented candles contain essential oils or fragrance oils that are volatile and evaporate with the wax, carrying the scent into the air.",
ester_perfume__lifestyle_boutique,Perfume,Ester,ester,ester,lifestyle_boutique,"lifestyle_boutique_power_essentials, lifestyle_boutique_poseur_table_1",/chemcard/ester_perfume.jpeg,ester_perfume,ester_perfume.jpeg,ester_perfume.jpeg,common,1,,9,04a,"Many perfumes contain esters, which are organic compounds responsible for fruity and floral scents. Esters are formed by a **condensation reaction** (esterification) between a carboxylic acid and an alcohol. For example, the ester pentyl acetate (which smells like bananas) is made from acetic acid and pentanol: CH₃COOH + C₅H₁₁OH → CH₃COOC₅H₁₁ + H₂O.","Different esters have distinct smells: ethyl butyrate (pineapple), isobutyl formate (raspberries), and octyl acetate (oranges).",
golden_rain_cocktail__lifestyle_boutique,Rain Cocktail,,cocktail,cocktail,lifestyle_boutique,"lifestyle_boutique_service_desk, lifestyle_boutique_poseur_table_1",/chemcard/golden_rain_cocktail.jpeg,golden_rain_cocktail,golden_rain_cocktail.jpeg,golden_rain_cocktail.jpeg,legendary,5,,79,10a|02d,"A ""Golden Rain"" cocktail likely gets its name and effect from the precipitation of a fine solid, often involving a chemical reaction. While the specific cocktail may vary, the name is reminiscent of the ""Golden Rain"" chemistry demonstration, where lead(II) iodide (PbI₂) is precipitated from a solution of lead(II) nitrate and potassium iodide. The reaction is: Pb(NO₃)₂(aq) + 2KI(aq) ⇌ PbI₂(s) + 2KNO₃(aq). The PbI₂ forms shimmering gold-yellow crystals.","Lead(II) iodide is highly toxic, so this is purely a chemistry demonstration, not an actual cocktail ingredient! The cocktail effect is likely achieved with edible glitter or colored sugar.",toxic|equilibrium
diamond_ring__lifestyle_boutique,Ring,Diamond (C),c,c,lifestyle_boutique,"lifestyle_boutique_jewellery_display, lifestyle_boutique_poseur_table_1",/chemcard/diamond_ring.jpeg,diamond_ring,diamond_ring.jpeg,diamond_ring.jpeg,epic,4,,72,01a|02a,"A diamond ring features a diamond, which is an allotrope of carbon (C). It is the hardest known natural material and valued as a gemstone. Unlike graphite, its other common allotrope, diamond has a tetrahedral lattice structure where each carbon atom is bonded to four others in a rigid three-dimensional network. This structure gives it its extreme hardness. Diamonds can undergo **combustion** at high temperatures (around 800°C in oxygen): C(s) + O₂(g) → CO₂(g).","The word ""diamond"" comes from the Greek word ""adamas,"" meaning ""unbreakable"" or ""invincible.""",
gold_necklace__lifestyle_boutique,Necklace,Gold (Au),au,au,lifestyle_boutique,"lifestyle_boutique_jewellery_display, lifestyle_boutique_poseur_table_1",/chemcard/gold_necklace.jpeg,gold_necklace,gold_necklace.jpeg,gold_necklace.jpeg,rare,3,,45,01a|04a|07c|03d|02d|12c,"A gold necklace is made from gold (Au), a precious metal prized for its luster and resistance to corrosion. It is often alloyed with other metals like copper or silver to increase its hardness. Gold's resistance to tarnish is due to its nobility; it does not react with oxygen or most acids. It can, however, be dissolved in aqua regia (a mixture of HCl and HNO₃) via a **redox** reaction: Au(s) + 4HCl(aq) + HNO₃(aq) → HAuCl₄(aq) + NO(g) + 2H₂O(l).","Pure gold (24 karat) is too soft for most jewelry, so it's alloyed with other metals. 18K gold is 75% gold, while 14K is 58.3% gold.",metals
color_changing_mug__lifestyle_boutique,Color-Changing Mug,,mug,mug,lifestyle_boutique,"lifestyle_boutique_power_essentials, lifestyle_boutique_service_desk",/chemcard/color_changing_mug.jpeg,color_changing_mug,color_changing_mug.jpeg,color_changing_mug.jpeg,common,1,,12,10a,Same as `color_changing_mug__kitchen`. A novelty mug that uses thermochromic pigments to change color when hot liquid is poured in. This is a reversible chemical equilibrium.,The first thermochromic mugs were developed in the 1990s and became a popular novelty gift.,equilibrium
watering_can__garden,Can,Water (H₂O),h2o,h2o,garden,"garden_lawn, garden_flower_bed, garden_greenhouse",/chemcard/watering_can.jpeg,watering_can,watering_can.jpeg,watering_can.jpeg,uncommon,2,,28,,"A watering can is used to dispense water (H₂O) to plants. Water is essential for photosynthesis, the process by which plants convert light energy into chemical energy. The simplified equation for photosynthesis is: 6CO₂(g) + 6H₂O(l) → C₆H₁₂O₆(aq) + 6O₂(g).","The watering can was invented in 1690 by a man named ""Mr. Can"" (just kidding, its origins are much older, with designs found in ancient civilizations).",hydrogen_bonded|greenhouse_gas
pvc_gardenHose__garden,Garden Hose,Polyvinyl chloride (PVC),pvc,pvc,garden,"garden_shed_1, garden_shed_2",/chemcard/pvc_gardenHose.jpeg,pvc_gardenHose,pvc_gardenHose.jpeg,pvc_gardenHose.jpeg,epic,4,,49,05d,"A garden hose is often made from polyvinyl chloride (PVC) due to its flexibility, durability, and resistance to weathering. PVC is formed by **addition polymerization** of vinyl chloride: n CH₂=CHCl → [−CH₂−CHCl−]ₙ. Plasticizers are added to make it flexible enough to coil and bend.","Before the widespread use of PVC, garden hoses were often made of rubber, which was heavier and more prone to kinking.",polymer
ammonium_sulfate_bag__garden,Fertilizer,Ammonium sulphate ((NH₄)₂SO₄),nh42so4,nh42so4,garden,"garden_greenhouse, garden_shed_1",/chemcard/ammonium_sulfate_bag.jpeg,ammonium_sulfate_bag,ammonium_sulfate_bag.jpeg,ammonium_sulfate_bag.jpeg,legendary,5,,108,01a|04a,"This bag contains ammonium sulfate ((NH₄)₂SO₄), a common inorganic fertilizer. It provides nitrogen and sulfur to plants. It is produced by reacting ammonia with sulfuric acid in an **acid-base** reaction: 2NH₃(aq) + H₂SO₄(aq) → (NH₄)₂SO₄(aq). The nitrogen in the ammonium ion is a key nutrient for plant growth.",Ammonium sulfate is also used as a food additive (as a dough conditioner and stabilizer) and in the production of some vaccines.,acidic
iron_trowel__garden,Trowel,Iron (Fe),fe,fe,garden,"garden_shed_1, garden_shed_2",/chemcard/iron_trowel.jpeg,iron_trowel,iron_trowel.jpeg,iron_trowel.jpeg,rare,3,,50,07c|02d|12c,"An iron (Fe) trowel is a gardening tool. Iron, or more commonly steel, is strong and durable. However, it is prone to rusting (oxidation) if not cared for. The rusting reaction is: 4Fe(s) + 3O₂(g) + 2H₂O(l) → 2Fe₂O₃·H₂O(s). Gardeners often clean and oil their metal tools to prevent this.","Archaeological iron tools have been found that are thousands of years old, though they are often heavily corroded.",metals
co2_compostBin__garden,Compost Bin,Carbon dioxide (CO₂),co2,co2,garden,"garden_shed_1, garden_shed_2",/chemcard/co2_compostBin.jpeg,co2_compostBin,co2_compostBin.jpeg,co2_compostBin.jpeg,common,1,,11,01a|08a,"A compost bin is where organic matter decomposes. This decomposition is carried out by microorganisms through a process of **aerobic respiration**, which is essentially the reverse of photosynthesis. They break down complex organic molecules (like cellulose, approximated as (C₆H₁₀O₅)ₙ) into carbon dioxide, water, and heat: (C₆H₁₀O₅)ₙ(s) + 6nO₂(g) → 6nCO₂(g) + 5nH₂O(l). The CO₂ produced is released into the atmosphere.",A well-managed compost pile can reach internal temperatures of 60-70°C (140-160°F) due to the heat released by these microbial reactions.,greenhouse_gas
caoh2_broadcastSpreader__garden,Broadcast Spreader,Calcium hydroxide (Ca(OH)₂),caoh2,caoh2,garden,"garden_broadcast_spreader, garden_lawn",/chemcard/caoh2_broadcastSpreader.jpeg,caoh2_broadcastSpreader,caoh2_broadcastSpreader.jpeg,caoh2_broadcastSpreader.jpeg,common,1,,8,04a|04b|04d,"This spreader is used to distribute garden lime, which is often calcium hydroxide (Ca(OH)₂) or calcium carbonate (CaCO₃). Lime is used to raise the pH of acidic soils. It works through a **neutralization** reaction with acidic components in the soil, such as H⁺ ions. The simplified reaction is: Ca(OH)₂(s) + 2H⁺(aq) → Ca²⁺(aq) + 2H₂O(l).","The practice of liming soils dates back to ancient Roman times, where it was observed that adding chalk or marl to fields improved crop yields.",basic
caco3_limestone__garden,Limestone,Calcium carbonate (CaCO₃),caco3,caco3,garden,"garden_lawn, garden_flower_bed",/chemcard/caco3_limestone.jpeg,caco3_limestone,caco3_limestone.jpeg,caco3_limestone.jpeg,common,1,,8,01a|01c|04a|04b|04d,"Limestone (CaCO₃) is used in gardens as a soil conditioner to reduce acidity. It works by neutralizing acids in the soil. For example, it reacts with nitric acid (from nitrogen fertilizers): CaCO₃(s) + 2HNO₃(aq) → Ca(NO₃)₂(aq) + CO₂(g) + H₂O(l). This increases the pH of the soil.",Crushed limestone is also used as a decorative gravel in pathways and rock gardens.,basic
al_firework__unassigned,Firework (White),Aluminium (Al),al,al,gas_station,gas_station_firework,/chemcard/al_firework.png,al_firework,al_firework.png,al_firework.png,epic,4,,72,08a|02d,"Aluminum (Al) powder is used in fireworks to produce bright white sparks and flashes. When the firework explodes, the finely divided aluminum metal burns rapidly in a highly exothermic **combustion** reaction: 4Al(s) + 3O₂(g) → 2Al₂O₃(s). This reaction produces intense heat and light.","Aluminum is also used in the ""glitter"" effect in fireworks, where it creates a sparkling trail of bright, silvery light.",metals
c_charcoal__unassigned,Charcoal,Carbon (C),c,c,lab,lab_bench,/chemcard/c_charcoal.jpeg,c_charcoal,c_charcoal.jpeg,c_charcoal.jpeg,rare,3,,49,01a,"Charcoal is an amorphous form of carbon (C) produced by heating wood in the absence of air (pyrolysis). It is used as a fuel, in art (for drawing), and as a filter. Its **combustion** is the same as for other forms of carbon: C(s) + O₂(g) → CO₂(g). It also has a high surface area, making it useful for adsorption.","Activated charcoal is charcoal that has been treated with oxygen to open up millions of tiny pores, making it incredibly adsorbent. It's used in water filters and in medicine to treat poisoning.",flammable|energy_generator
ca_firework__unassigned,Firework (Brick-Red),Calcium (Ca),ca,ca,gas_station,gas_station_firework,/chemcard/ca_firework.png,ca_firework,ca_firework.png,ca_firework.png,common,1,,9,04d|08a,"Calcium (Ca) salts are used in fireworks to produce a deep red-orange color. The color is produced when electrons in the calcium atoms are excited by the heat of the explosion and then return to their ground state, emitting light of a specific wavelength (atomic emission). The calcium likely comes from a compound like calcium chloride or calcium carbonate.",The red color from calcium salts is often used to create the effect of glowing embers in a firework display.,metals
ccl4_bottle__unassigned,Organic Solvent,Carbon tetrachloride (CCl₄),ccl4,ccl4,lab,lab_hazardous_chemical_shelf,/chemcard/ccl4_bottle.png,ccl4_bottle,ccl4_bottle.png,ccl4_bottle.png,common,1,,8,,"This bottle contains carbon tetrachloride (CCl₄), a colorless liquid with a sweet odor. It was historically used as a cleaning solvent and in fire extinguishers. Its use has been largely banned due to its toxicity and role in ozone depletion. It is produced by the **chlorination** of methane: CH₄ + 4Cl₂ → CCl₄ + 4HCl.","Carbon tetrachloride was once used in ""dry cleaning,"" but it was found to be damaging to the liver and kidneys, leading to its replacement by other solvents.",toxic
co2_cola__unassigned,Cola,Carbon dioxide (CO₂),co2,co2,kitchen,"kitchen_fridge, kitchen_pantry_1, kitchen_dinette",/chemcard/co2_cola.png,co2_cola,co2_cola.png,co2_cola.png,common,1,,9,04a|10a,"The fizz in a cola comes from dissolved carbon dioxide (CO₂). This is a physical process called **carbonation**, where CO₂ is dissolved under pressure. In the liquid, some of it reacts to form carbonic acid (H₂CO₃), establishing an equilibrium: CO₂(aq) + H₂O(l) ⇌ H₂CO₃(aq).","The ""Diet Coke and Mentos"" geyser is caused by the rapid release of CO₂. The rough surface of the Mentos provides nucleation sites for bubbles to form, and the gum arabic in the candy lowers the surface tension, allowing the bubbles to grow quickly.",acidic|equilibrium|greenhouse_gas
co2_greenhouseGas__unassigned,Greenhouse Gas,Carbon dioxide (CO₂),co2,co2,garden,garden_greenhouse,/chemcard/co2_greenhouseGas.png,co2_greenhouseGas,co2_greenhouseGas.png,co2_greenhouseGas.png,common,1,,12,01a|08a|09a|09b,"Carbon dioxide (CO₂) is a potent greenhouse gas. It traps heat in the atmosphere by absorbing and re-emitting infrared radiation. It is released by natural processes like respiration and volcanic eruptions, but human activities, especially the burning of fossil fuels (e.g., C₈H₁₈ + 12.5O₂ → 8CO₂ + 9H₂O), have dramatically increased its atmospheric concentration.","CO₂ levels in the atmosphere have fluctuated throughout Earth's history, but the current rate of increase is unprecedented in the geological record.",greenhouse_gas
cu_firework__unassigned,Firework (Bluish Green),Copper (Cu),cu,cu,gas_station,gas_station_firework,/chemcard/cu_firework.png,cu_firework,cu_firework.png,cu_firework.png,common,1,,8,02d|12c,"Copper (Cu) compounds, such as copper chloride (CuCl₂), are used in fireworks to produce a brilliant blue color. Like other metal salts, the color comes from the **atomic emission** of light when excited copper atoms return to a lower energy state.","Blue is one of the most difficult colors to achieve in fireworks because it requires a specific temperature range. Too hot, and the color fades; too cool, and it doesn't form properly.",metals
ester_strawberry__unassigned,Strawberry,Ester,ester,ester,lab,lab_bench,/chemcard/ester_strawberry.jpeg,ester_strawberry,ester_strawberry.jpeg,ester_strawberry.jpeg,common,1,,8,04a,"The sweet, fruity smell and flavor of a strawberry are largely due to a mixture of esters. The primary ester responsible for the strawberry aroma is ethyl methylphenylglycidate, but others like methyl cinnamate also contribute. Esters are formed by **esterification** between an alcohol and a carboxylic acid. For example, ethyl butyrate (which also has a fruity smell) is formed by: C₂H₅OH + C₃H₇COOH → C₂H₅OCOC₃H₇ + H₂O.","Many artificial strawberry flavorings use a blend of esters to mimic the complex natural flavor, as the real thing contains over 300 different volatile compounds.",
mg_firework__unassigned,Firework (White),Magnesium (Mg),mg,mg,gas_station,gas_station_firework,/chemcard/mg_firework.png,mg_firework,mg_firework.png,mg_firework.png,common,1,,11,,"Magnesium (Mg) powder or flakes are used in fireworks to produce a very bright, white light. It burns in a brilliant **combustion** reaction: 2Mg(s) + O₂(g) → 2MgO(s). The light produced is so intense it was once used in flash photography.","Because magnesium burns so brightly, it's also used in military flares to illuminate battlefields at night.",metals
mole_mole__unassigned,Mole,"""Mole""",mole,mole,garden,garden_mole_hill,/chemcard/mole_mole.jpeg,mole_mole,mole_mole.jpeg,mole_mole.jpeg,common,1,,8,,"In chemistry, the mole (symbol: mol) is a fundamental unit for measuring the amount of a substance. It represents 6.022 × 10²³ particles (Avogadro's number) of that substance. This allows chemists to count atoms and molecules by weighing them. For example, one mole of carbon atoms has a mass of 12 grams.",Mole Day is celebrated by chemists and chemistry students on October 23rd (10/23) from 6:02 AM to 6:02 PM in honor of Avogadro's number (6.02 × 10²³).,
n2o_greenhouseGas__unassigned,Greenhouse Gas,Nitrous oxide (N₂O),n2o,n2o,garden,garden_greenhouse,/chemcard/n2o_greenhouseGas.png,n2o_greenhouseGas,n2o_greenhouseGas.png,n2o_greenhouseGas.png,common,1,,12,01a,"Nitrous oxide (N₂O), also known as laughing gas, is a potent greenhouse gas and ozone-depleting substance. It is produced by microbial processes in soils and oceans, and by human activities such as agriculture (use of nitrogen fertilizers) and industry. It has a global warming potential nearly 300 times that of CO₂.",Nitrous oxide is also used as a propellant in whipped cream canisters and as an anesthetic in dentistry and surgery.,greenhouse_gas
na_firework__unassigned,Firework (Golden Yellow),Sodium (Na),na,na,gas_station,gas_station_firework,/chemcard/na_firework.png,na_firework,na_firework.png,na_firework.png,common,1,,9,02d,"Sodium (Na) salts, such as sodium nitrate (NaNO₃), are used in fireworks to produce a vibrant yellow or gold color. The color is due to the **atomic emission** of excited sodium atoms. The characteristic yellow glow of sodium vapor lamps is the same phenomenon.",The yellow color from sodium is so strong and distinctive that it can easily overwhelm other colors in a firework if too much is used.,metals|flammable|corrosive
nh3_fertilizer__unassigned,Fertilizer,Ammonia (NH₃),nh3,nh3,garden,"garden_shed_1, garden_flower_bed, garden_greenhouse",/chemcard/nh3_fertilizer.jpeg,nh3_fertilizer,nh3_fertilizer.jpeg,nh3_fertilizer.jpeg,common,1,,9,01a|04a|09a|09b|02d|12c,"Ammonia (NH₃) is a key ingredient in many nitrogen fertilizers, either applied directly (anhydrous ammonia) or converted into salts like ammonium nitrate and ammonium sulfate. Nitrogen is an essential nutrient for plant growth. Ammonia is produced industrially by the **Haber-Bosch process**, which combines nitrogen and hydrogen under high pressure and temperature with an iron catalyst: N₂(g) + 3H₂(g) → 2NH₃(g).","The Haber-Bosch process is considered one of the most important technological innovations of the 20th century, as it allows the production of enough fertilizer to feed nearly half of the world's population.",basic|hydrogen_bonded
perspex_plasticCup__unassigned,Plastic Cup,Perspex (PMMA),perspex,perspex,kitchen,"kitchen_dinette, kitchen_countertop",/chemcard/perspex_plasticCup.jpeg,perspex_plasticCup,perspex_plasticCup.jpeg,perspex_plasticCup.jpeg,common,1,,11,05d,A clear plastic cup made from Perspex (PMMA) is a durable and transparent alternative to glass or polystyrene cups. It is formed by the **addition polymerization** of methyl methacrylate.,PMMA is also used in contact lenses and hard intraocular lenses (IOLs) implanted in the eye after cataract surgery.,polymer
polystyrene_foamboard__unassigned,Foamboard,Polystyrene (PS),polystyrene,polystyrene,school,school_poster,/chemcard/polystyrene_foamboard.jpeg,polystyrene_foamboard,polystyrene_foamboard.jpeg,polystyrene_foamboard.jpeg,common,1,,12,04a|05d,"Foamboard is a lightweight material often made with a polystyrene (PS) foam core sandwiched between paper layers. It is used for mounting photographs, presentations, and in model building. The foam is created by expanding polystyrene with a blowing agent, but the base polymer is made via **addition polymerization** of styrene.",Foamboard is also used in the construction of architectural models and in the set design for theater and film.,polymer
refineryGas_flare__unassigned,Flare,Refinery gas,refinerygas,refinerygas,gas_station,gas_station_car_1,/chemcard/refineryGas_flare.jpeg,refineryGas_flare,refineryGas_flare.jpeg,refineryGas_flare.jpeg,legendary,5,,80,07c|05a,"A refinery gas flare is used to burn off excess flammable gases produced during petroleum refining. These gases are a mixture of hydrocarbons (like methane, ethane, propane), hydrogen, and other compounds. The primary purpose is safety, converting potentially explosive gases into less harmful substances via **combustion**. For methane: CH₄(g) + 2O₂(g) → CO₂(g) + 2H₂O(g).",Flaring is a major source of light pollution in oil-producing regions and is increasingly being targeted for reduction through gas capture and utilization technologies.,flammable|energy_generator
water_greenhouse gas__unassigned,Greenhouse Gas,Water (H₂O),water,water,garden,garden_greenhouse,/chemcard/water_greenhouse gas.png,water_greenhouse gas,water_greenhouse gas.png,water_greenhouse gas.png,common,1,,12,01a|08a|06a|06b,"Water vapor (H₂O) is the most abundant greenhouse gas in the atmosphere. It plays a crucial role in the natural greenhouse effect, trapping heat and making Earth habitable. Unlike CO₂, human activities do not directly control its concentration, as it is part of a fast-moving cycle of evaporation and precipitation. The water molecule absorbs and emits infrared radiation due to its polar nature and molecular vibrations.","Water vapor creates a positive feedback loop: a warmer atmosphere can hold more water vapor, which in turn traps more heat, leading to further warming.",greenhouse_gas|hydrogen_bonded
